Accession	E-Value	Residue Range	Property	Architecture	X-group	T-group	Desc	Code	Tool	Community	Community Size	Community Rep	Seq length (aa)	Taxonomy	Taxonomy detail
UniRef100_A0A2R4BRA1	nan	112-116	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C320	13	UniRef100_A0A0X8JQ54	142	Proteobacteria	Proteobacteria
UniRef100_A0A2R4BRA1	nan	117-135	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C320	13	UniRef100_A0A0X8JQ54	142	Proteobacteria	Proteobacteria
UniRef100_A0A2R4BRA1	nan	136-142	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C320	13	UniRef100_A0A0X8JQ54	142	Proteobacteria	Proteobacteria
UniRef100_A0A3Q8HR34	nan	1-100	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	152	NA	NA
UniRef100_A0A3Q8HR34	nan	101-121	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	152	NA	NA
UniRef100_A0A3Q8HR34	nan	122-126	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	152	NA	NA
UniRef100_A0A3Q8HR34	nan	127-145	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	152	NA	NA
UniRef100_A0A3Q8HR34	nan	146-152	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	152	NA	NA
UniRef100_A0A4U0QCR6	nan	1-113	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	137	Proteobacteria	Proteobacteria
UniRef100_A0A4U0QCR6	nan	114-126	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	137	Proteobacteria	Proteobacteria
UniRef100_A0A4U0QCR6	nan	127-137	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	137	Proteobacteria	Proteobacteria
UniRef100_G0A1L6	nan	1-118	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C320	13	UniRef100_A0A0X8JQ54	144	Proteobacteria	Proteobacteria
UniRef100_G0A1L6	nan	119-138	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C320	13	UniRef100_A0A0X8JQ54	144	Proteobacteria	Proteobacteria
UniRef100_G0A1L6	nan	139-144	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C320	13	UniRef100_A0A0X8JQ54	144	Proteobacteria	Proteobacteria
UniRef100_N6YAS7	nan	1-117	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C320	13	UniRef100_A0A0X8JQ54	143	Proteobacteria	Proteobacteria
UniRef100_N6YAS7	nan	118-127	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C320	13	UniRef100_A0A0X8JQ54	143	Proteobacteria	Proteobacteria
UniRef100_N6YAS7	nan	128-143	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C320	13	UniRef100_A0A0X8JQ54	143	Proteobacteria	Proteobacteria
UniRef100_A0A7V6A2V4	nan	1-123	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C444	101	UniRef100_A0A522V264	123	Proteobacteria	Proteobacteria
UniRef100_A0A3S0XPF3	nan	1-385	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C328	1	UniRef100_A0A3S0XPF3	385	Cyanobacteria	Cyanobacteria
UniRef100_A0A3N9VL67	nan	1-130	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	182	Proteobacteria	Proteobacteria
UniRef100_A0A3N9VL67	nan	131-146	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	182	Proteobacteria	Proteobacteria
UniRef100_A0A3N9VL67	nan	147-154	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	182	Proteobacteria	Proteobacteria
UniRef100_A0A3N9VL67	nan	155-169	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	182	Proteobacteria	Proteobacteria
UniRef100_A0A3N9VL67	nan	170-182	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	182	Proteobacteria	Proteobacteria
UniRef100_E0UCR5	nan	1-89	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C498	1	UniRef100_E0UCR5	89	Cyanobacteria	Cyanobacteria
UniRef100_F2NC21	nan	1-96	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C399	42	UniRef100_A0A1H6HD08	96	Proteobacteria	Proteobacteria
UniRef100_A0A1V4S890	nan	1-103	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C437	185	UniRef100_A0A1N7C237	103	Proteobacteria	Proteobacteria
UniRef100_A0A5K7ZUY4	nan	1-131	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C437	185	UniRef100_A0A1N7C237	131	Proteobacteria	Proteobacteria
UniRef100_F2NC54	nan	1-117	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C437	185	UniRef100_A0A1N7C237	117	Proteobacteria	Proteobacteria
UniRef100_A0A2V7B4L6	nan	1-164	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C294	7	UniRef100_A0A2V7B4L6	164	Other	Candidatus Rokubacteria
UniRef100_A0A7Y6UHT7	nan	1-184	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C329	23	UniRef100_A0A7Y6UHT7	184	Proteobacteria	Proteobacteria
UniRef100_A0A0M1IRX9	nan	1-126	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C685	64	UniRef100_A0A371IS94	126	Bacillota	Bacillota
UniRef100_A0A0A5GGF7	nan	1-101	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C4	18	UniRef100_A0A1H0C0W7	190	Bacillota	Bacillota
UniRef100_A0A0A5GGF7	nan	102-113	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C4	18	UniRef100_A0A1H0C0W7	190	Bacillota	Bacillota
UniRef100_A0A0A5GGF7	nan	114-125	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C4	18	UniRef100_A0A1H0C0W7	190	Bacillota	Bacillota
UniRef100_A0A0A5GGF7	nan	126-137	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C4	18	UniRef100_A0A1H0C0W7	190	Bacillota	Bacillota
UniRef100_A0A0A5GGF7	nan	138-148	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C4	18	UniRef100_A0A1H0C0W7	190	Bacillota	Bacillota
UniRef100_A0A0A5GGF7	nan	149-160	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C4	18	UniRef100_A0A1H0C0W7	190	Bacillota	Bacillota
UniRef100_A0A0A5GGF7	nan	161-163	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C4	18	UniRef100_A0A1H0C0W7	190	Bacillota	Bacillota
UniRef100_A0A0A5GGF7	nan	164-177	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C4	18	UniRef100_A0A1H0C0W7	190	Bacillota	Bacillota
UniRef100_A0A0A5GGF7	nan	178-190	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C4	18	UniRef100_A0A1H0C0W7	190	Bacillota	Bacillota
UniRef100_A0A2Z6IGK5	nan	1-152	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C584	8	UniRef100_A0A3B9QA35	196	Proteobacteria	Proteobacteria
UniRef100_A0A2Z6IGK5	nan	153-168	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C584	8	UniRef100_A0A3B9QA35	196	Proteobacteria	Proteobacteria
UniRef100_A0A2Z6IGK5	nan	169-172	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C584	8	UniRef100_A0A3B9QA35	196	Proteobacteria	Proteobacteria
UniRef100_A0A2Z6IGK5	nan	173-190	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C584	8	UniRef100_A0A3B9QA35	196	Proteobacteria	Proteobacteria
UniRef100_A0A2Z6IGK5	nan	191-196	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C584	8	UniRef100_A0A3B9QA35	196	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	1-104	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	105-120	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	121-127	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	128-141	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	142-152	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	153-169	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	170-171	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	172-188	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	189-320	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	321-341	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	342-343	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	344-364	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	365-656	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	657-677	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	678-679	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	680-701	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2G6DDK7	nan	702-706	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	706	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	1-113	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	114-129	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	130-141	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	142-155	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	156-173	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	174-186	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	187-188	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	189-209	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	210-338	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	339-352	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	353-364	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	365-380	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	381-671	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	672-688	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	689-692	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	693-709	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_A0A2P8QYZ5	nan	710-718	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C290	1	UniRef100_A0A2P8QYZ5	718	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	1-109	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	110-122	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	123-136	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	137-148	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	149-166	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	167-179	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	180-181	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	182-202	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	203-335	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	336-345	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	346-357	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	358-374	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	375-663	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	664-680	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	681-684	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	685-700	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_S3XHF6	nan	701-708	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C40	5	UniRef100_A0A7M1LI70	708	Proteobacteria	Proteobacteria
UniRef100_A0A095XU02	nan	1-125	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C685	64	UniRef100_A0A371IS94	125	Bacillota	Bacillota
UniRef100_A0A7X2M0X4	nan	1-180	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C521	20	UniRef100_A0A366XQZ5	180	Bacillota	Bacillota
UniRef100_A0A7Y2UNC0	nan	1-140	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C685	64	UniRef100_A0A371IS94	140	Proteobacteria	Proteobacteria
UniRef100_A0A0F2J518	nan	1-153	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C725	12	UniRef100_A0A351WUV5	153	Nitrospirae	Nitrospirae
UniRef100_A0A1T4W0S7	nan	1-221	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C5	5	UniRef100_A0A662ZLY5	221	Proteobacteria	Proteobacteria
UniRef100_A0A1H0TUD5	nan	1-216	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C586	24	UniRef100_C9KNI5	216	Bacillota	Bacillota
UniRef100_A0A2U3JXY9	nan	1-168	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	168	Proteobacteria	Proteobacteria
UniRef100_B8IRK8	nan	1-153	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C216	1	UniRef100_B8IRK8	153	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	1-190	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	191-209	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	210-215	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	216-238	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	239-249	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	250-268	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	269-274	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	275-292	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	293-427	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	428-448	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	449-454	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	455-472	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	473-767	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	768-784	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	785-789	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	790-808	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_C7RME3	nan	809-813	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	813	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	1-156	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	157-175	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	176-177	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	178-198	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	199-341	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	342-362	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	363-371	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	372-390	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	391-775	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	776-797	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	798-803	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	804-825	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	826-848	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	849-869	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	870-880	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	881-901	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	902-915	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	916-936	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	937-949	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	950-969	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A2E6QPR2	nan	970-997	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C556	23	UniRef100_A0A7C4R520	997	Proteobacteria	Proteobacteria
UniRef100_A0A7C9JB03	nan	1-164	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	165-181	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	182-184	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	185-204	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	205-350	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	351-367	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
UniRef100_A0A7C9JB03	nan	368-383	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C226	1	UniRef100_A0A7C9JB03	1005	Other	Thermodesulfobacteria
