Community	Community Rep	Rep degree	Community Size	subgraph	Rep Degree	mean_seq_len	longest_seqs	longest_len	shortest_seqs	shortest_len	prefix	_commu	community_track	IPRS	IPRS_Functions	DomainMapper_Ecod	DomainMapper_Functions
C475	UniRef100_A0A7M3MEP6	0	1	Subgraph_331	0	767.0	UniRef100_A0A7M3MEP6	767	UniRef100_A0A7M3MEP6	767	us	475	us_C475	IPR027256;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C477	UniRef100_A0A0X8WUE7	1	2	Subgraph_144	1	209.5	UniRef100_A0A0X8WUE7	219	UniRef100_K8GFC2	200	usc	477	usc_C477	NA	NA	NA	NA
C481	UniRef100_A0A140K972	0	1	Subgraph_332	0	286.0	UniRef100_A0A140K972	286	UniRef100_A0A140K972	286	us	481	us_C481	NA	NA	NA	NA
C486	UniRef100_A0A0D7WU36	0	1	Subgraph_333	0	562.0	UniRef100_A0A0D7WU36	562	UniRef100_A0A0D7WU36	562	us	486	us_C486	IPR023299	P-type ATPase, cytoplasmic domain N	267.1.1.5	P-type_ATPase_Cu-like
C487	UniRef100_H8GQW7	36	47	Subgraph_8	36	208.91489361702128	UniRef100_W0SHT6	226	UniRef100_A0A2W4QH42	191	bc	487	bc_C487	NA	NA	NA	NA
C488	UniRef100_A0A497X911	0	1	Subgraph_334	0	865.0	UniRef100_A0A497X911	865	UniRef100_A0A497X911	865	us	488	us_C488	IPR036163;IPR006121;IPR027256;IPR023298;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299	Heavy metal-associated domain superfamily;Heavy metal-associated domain, HMA;P-type ATPase, subfamily IB;P-type ATPase, transmembrane domain superfamily;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	304.3.1.7;5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	HMA;E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C489	UniRef100_A0A5C4J6N5	2	3	Subgraph_95	2	451.0	UniRef100_A0A1C5FJE0	462	UniRef100_A0A4R4TZU4	442	usc	489	usc_C489	NA	NA	NA	NA
C72	UniRef100_A0A543J647	1	2	Subgraph_121	1	1141.5	UniRef100_A0A543J647	1159	UniRef100_A0A7J9VC74	1124	s	72	s_C72	IPR023299;IPR023214;IPR023298;IPR001757;IPR008250	P-type ATPase, cytoplasmic domain N;HAD superfamily;P-type ATPase, transmembrane domain superfamily;P-type ATPase;P-type ATPase, A domain superfamily	10.13.1.2;267.1.1.3	E1-E2_ATPase_N;Cation_ATPase
C491	UniRef100_A0A829BBU4	0	1	Subgraph_335	0	1191.0	UniRef100_A0A829BBU4	1191	UniRef100_A0A829BBU4	1191	us	491	us_C491	IPR027256;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299;IPR025668;IPR012337	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N;Transposase DDE domain;Ribonuclease H-like superfamily	10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C492	UniRef100_A0A6B3DBJ0	0	1	Subgraph_336	0	130.0	UniRef100_A0A6B3DBJ0	130	UniRef100_A0A6B3DBJ0	130	us	492	us_C492	NA	NA	NA	NA
C599	UniRef100_A0A218Q7J5	1	2	Subgraph_164	1	272.5	UniRef100_A0A218Q7J5	285	UniRef100_A0A6P0YHF9	260	s	599	s_C599	NA	NA	NA	NA
C584	UniRef100_A0A3B9QA35	5	8	Subgraph_36	5	191.75	UniRef100_A0A6I1EQ72;UniRef100_A0A6I1EVQ8	206	UniRef100_A0A3B9QA35	174	ubc	584	ubc_C584	NA	NA	NA	NA
C494	UniRef100_A0A6H1TWW7	0	1	Subgraph_337	0	377.0	UniRef100_A0A6H1TWW7	377	UniRef100_A0A6H1TWW7	377	us	494	us_C494	NA	NA	NA	NA
C495	UniRef100_A0A496LRB2	0	1	Subgraph_338	0	71.0	UniRef100_A0A496LRB2	71	UniRef100_A0A496LRB2	71	us	495	us_C495	NA	NA	NA	NA
C498	UniRef100_E0UCR5	0	1	Subgraph_339	0	89.0	UniRef100_E0UCR5	89	UniRef100_E0UCR5	89	us	498	us_C498	NA	NA	NA	NA
C499	UniRef100_A0A345HJ89	2	3	Subgraph_86	2	827.0	UniRef100_A0A7V8NHJ8	837	UniRef100_A0A1Q2ZCU6	809	s	499	s_C499	IPR036640;IPR039421;IPR011527;IPR027417;IPR003439;IPR003593	ABC transporter type 1, transmembrane domain superfamily;Type 1 protein exporter;ABC transporter type 1, transmembrane domain;P-loop containing nucleoside triphosphate hydrolase;ABC transporter-like, ATP-binding domain;AAA+ ATPase domain	1075.4.1.1;2004.1.1.1405	ABC_membrane;ABC_tran_1
C500	UniRef100_A0A0J1FCK3	0	1	Subgraph_340	0	875.0	UniRef100_A0A0J1FCK3	875	UniRef100_A0A0J1FCK3	875	us	500	us_C500	IPR027256;IPR001757;IPR008250;IPR023214;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	10.13.1.2;5073.1.2.3;2006.1.1.42;267.1.1.5	E1-E2_ATPase_N;E1-E2_ATPase_C;Hydrolase_3_1;P-type_ATPase_Cu-like
C577	UniRef100_A0A2K8T286	1	2	Subgraph_165	1	214.0	UniRef100_A0A2K8T286	218	UniRef100_D7DWV2	210	s	577	s_C577	NA	NA	NA	NA
C233	UniRef100_U2SKL7	16	39	Subgraph_9	16	269.3333333333333	UniRef100_A0A133MWE7	289	UniRef100_A0A0X8JU64;UniRef100_U2SKL7;UniRef100_C7ND24;UniRef100_A0A0M2NDT9;UniRef100_A0A133ZVF5	248	ubc	233	ubc_C233	NA	NA	NA	NA
C503	UniRef100_A0A1E7GRD2	0	1	Subgraph_341	0	753.0	UniRef100_A0A1E7GRD2	753	UniRef100_A0A1E7GRD2	753	us	503	us_C503	IPR023298;IPR004014;IPR008250;IPR001757;IPR023214;IPR023299;IPR036412	P-type ATPase, transmembrane domain superfamily;Cation-transporting P-type ATPase, N-terminal;P-type ATPase, A domain superfamily;P-type ATPase;HAD superfamily;P-type ATPase, cytoplasmic domain N;HAD-like superfamily	5073.1.1.14;10.13.1.2;2006.1.1.42;267.1.1.3	Cation_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;Cation_ATPase
C691	UniRef100_R7CID1	2	3	Subgraph_97	2	333.6666666666667	UniRef100_A0A3C0ZSF9	349	UniRef100_A0A496PF91	315	s	691	s_C691	IPR008250	P-type ATPase, A domain superfamily	10.13.1.2	E1-E2_ATPase_N
C507	UniRef100_A0A2N5XH77	0	1	Subgraph_342	0	165.0	UniRef100_A0A2N5XH77	165	UniRef100_A0A2N5XH77	165	us	507	us_C507	NA	NA	NA	NA
C681	UniRef100_A0A329KV27	1	2	Subgraph_166	1	940.5	UniRef100_A0A329KV27	959	UniRef100_A0A7U8U335	922	s	681	s_C681	IPR008250	P-type ATPase, A domain superfamily	10.13.1.2	E1-E2_ATPase_N
C509	UniRef100_A0A1Z4PZ53	0	1	Subgraph_343	0	254.0	UniRef100_A0A1Z4PZ53	254	UniRef100_A0A1Z4PZ53	254	us	509	us_C509	NA	NA	NA	NA
C670	UniRef100_A0A831YLW2	3	4	Subgraph_77	3	934.75	UniRef100_A0A831YLW2	948	UniRef100_A0A3L7NKZ7	919	s	670	s_C670	IPR027256;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C514	UniRef100_A0A2V6WFK0	0	1	Subgraph_344	0	320.0	UniRef100_A0A2V6WFK0	320	UniRef100_A0A2V6WFK0	320	us	514	us_C514	IPR008250	P-type ATPase, A domain superfamily	10.13.1.2	E1-E2_ATPase_N
C515	UniRef100_A0A0S3UCN3	0	1	Subgraph_345	0	627.0	UniRef100_A0A0S3UCN3	627	UniRef100_A0A0S3UCN3	627	us	515	us_C515	IPR045540;IPR017438;IPR001206;IPR016064;IPR005218;IPR004363	YegS/DAGK, C-terminal domain;Inorganic polyphosphate/ATP-NAD kinase, N-terminal;Diacylglycerol kinase, catalytic domain;NAD kinase/diacylglycerol kinase-like domain superfamily;Diacylglycerol/lipid kinase;Methylglyoxal synthase	4004.1.1.4;2007.1.4.1	DAGK_acc;DAGK_cat
C516	UniRef100_A0A5C7KDJ5	0	1	Subgraph_346	0	253.0	UniRef100_A0A5C7KDJ5	253	UniRef100_A0A5C7KDJ5	253	us	516	us_C516	NA	NA	NA	NA
C517	UniRef100_A0A2A4T140	0	1	Subgraph_347	0	202.0	UniRef100_A0A2A4T140	202	UniRef100_A0A2A4T140	202	us	517	us_C517	NA	NA	NA	NA
C518	UniRef100_A0A2K8T6N3	0	1	Subgraph_348	0	258.0	UniRef100_A0A2K8T6N3	258	UniRef100_A0A2K8T6N3	258	us	518	us_C518	NA	NA	NA	NA
C519	UniRef100_A0A1J0AA75	0	1	Subgraph_349	0	409.0	UniRef100_A0A1J0AA75	409	UniRef100_A0A1J0AA75	409	us	519	us_C519	NA	NA	NA	NA
C520	UniRef100_E3FPA8	4	6	Subgraph_50	4	686.8333333333334	UniRef100_A0A068PC30	706	UniRef100_E3FPA8	667	ubc	520	ubc_C520	IPR036640;IPR039421;IPR011527;IPR027417;IPR003439;IPR003593	ABC transporter type 1, transmembrane domain superfamily;Type 1 protein exporter;ABC transporter type 1, transmembrane domain;P-loop containing nucleoside triphosphate hydrolase;ABC transporter-like, ATP-binding domain;AAA+ ATPase domain	1075.4.1.1;2004.1.1.1405	ABC_membrane;ABC_tran_1
C523	UniRef100_A0A4R1PWX3	0	1	Subgraph_350	0	415.0	UniRef100_A0A4R1PWX3	415	UniRef100_A0A4R1PWX3	415	us	523	us_C523			5073.1.2.3	E1-E2_ATPase_C
C692	UniRef100_A0A3L7NIC8	3	5	Subgraph_60	3	833.8	UniRef100_A0A3L7UDR2	855	UniRef100_A0A3L7S7A5	813	sc	692	sc_C692	IPR008250;IPR023214;IPR023299;IPR036412	P-type ATPase, A domain superfamily;HAD superfamily;P-type ATPase, cytoplasmic domain N;HAD-like superfamily	10.13.1.2;2006.1.1.42	E1-E2_ATPase_N;Hydrolase_3_1
C17	UniRef100_A0A6L4YGC4	0	1	Subgraph_351	0	830.0	UniRef100_A0A6L4YGC4	830	UniRef100_A0A6L4YGC4	830	bc	17	bc_C525_1	IPR036163;IPR006121;IPR027256;IPR023298;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299	Heavy metal-associated domain superfamily;Heavy metal-associated domain, HMA;P-type ATPase, subfamily IB;P-type ATPase, transmembrane domain superfamily;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	304.3.1.7;5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	HMA;E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C526	UniRef100_A0A3N5YHQ1	0	1	Subgraph_352	0	620.0	UniRef100_A0A3N5YHQ1	620	UniRef100_A0A3N5YHQ1	620	us	526	us_C526	IPR023298;IPR004014;IPR001757;IPR008250;IPR023214;IPR023299	P-type ATPase, transmembrane domain superfamily;Cation-transporting P-type ATPase, N-terminal;P-type ATPase;P-type ATPase, A domain superfamily;HAD superfamily;P-type ATPase, cytoplasmic domain N	5073.1.1.14;10.13.1.2;267.1.1.3	Cation_ATPase_C;E1-E2_ATPase_N;Cation_ATPase
C419	UniRef100_A0A1U7ILD7	15	24	Subgraph_12	15	330.4583333333333	UniRef100_A0A846H869	356	UniRef100_A0A1Z4NHN5	309	bc	419	bc_C419	IPR036938;IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase superfamily;Phosphatidic acid phosphatase type 2/haloperoxidase	180.1.1.1	PAP2
C528	UniRef100_A0A1V4EJI1	2	3	Subgraph_106	2	627.0	UniRef100_A0A7W3RAG1	639	UniRef100_A0A1V4EJI1	609	sc	528	sc_C528	NA	NA	NA	NA
C530	UniRef100_A0A2A2TE54	0	1	Subgraph_353	0	466.0	UniRef100_A0A2A2TE54	466	UniRef100_A0A2A2TE54	466	us	530	us_C530	NA	NA	NA	NA
C535	UniRef100_A0A853W4I3	0	1	Subgraph_354	0	617.0	UniRef100_A0A853W4I3	617	UniRef100_A0A853W4I3	617	us	535	us_C535	IPR023214;IPR023299;IPR036412	HAD superfamily;P-type ATPase, cytoplasmic domain N;HAD-like superfamily	267.1.1.5;2006.1.1.42	P-type_ATPase_Cu-like;Hydrolase_3_1
C536	UniRef100_A0A4R2SZU6	2	3	Subgraph_82	2	615.6666666666666	UniRef100_A0A1D9FGV0	619	UniRef100_A0A4R2SZU6	612	usc	536	usc_C536	IPR008250;IPR001757;IPR023214;IPR036412	P-type ATPase, A domain superfamily;P-type ATPase;HAD superfamily;HAD-like superfamily	10.13.1.2;2006.1.1.42	E1-E2_ATPase_N;Hydrolase_3_1
C245	UniRef100_A0A3D1Q304	3	4	Subgraph_70	3	202.0	UniRef100_A0A3D1Q304	222	UniRef100_A0A1Q6L6A7	189	sc	245	sc_C245	NA	NA	NA	NA
C538	UniRef100_A0A2W6BRH6	12	15	Subgraph_21	12	775.8666666666667	UniRef100_V6K9Z8	803	UniRef100_A0A0F0HUD6	759	bc	538	bc_C538	IPR036640;IPR039421;IPR011527;IPR027417;IPR003439;IPR003593	ABC transporter type 1, transmembrane domain superfamily;Type 1 protein exporter;ABC transporter type 1, transmembrane domain;P-loop containing nucleoside triphosphate hydrolase;ABC transporter-like, ATP-binding domain;AAA+ ATPase domain	1075.4.1.1;2004.1.1.1405	ABC_membrane;ABC_tran_1
C539	UniRef100_A0A649UR99	0	1	Subgraph_355	0	749.0	UniRef100_A0A649UR99	749	UniRef100_A0A649UR99	749	us	539	us_C539	IPR036640;IPR039421;IPR011527;IPR027417;IPR003439;IPR003593	ABC transporter type 1, transmembrane domain superfamily;Type 1 protein exporter;ABC transporter type 1, transmembrane domain;P-loop containing nucleoside triphosphate hydrolase;ABC transporter-like, ATP-binding domain;AAA+ ATPase domain	1075.4.1.1;2004.1.1.1405	ABC_membrane;ABC_tran_1
C541	UniRef100_A0A8B6IHF7	1	2	Subgraph_159	1	372.5	UniRef100_A0A8B6IHF7	386	UniRef100_A0A3D4G4J5	359	s	541	s_C541	IPR001757;IPR008250	P-type ATPase;P-type ATPase, A domain superfamily	5073.1.2.3;10.13.1.2	E1-E2_ATPase_C;E1-E2_ATPase_N
C660	UniRef100_A0A839DV49	3	4	Subgraph_69	3	519.5	UniRef100_B5SP74;UniRef100_A0A839DV49	543	UniRef100_A0A7Y0KI23	494	s	660	s_C660	NA	NA	NA	NA
C544	UniRef100_A0A661D6U1	0	1	Subgraph_356	0	712.0	UniRef100_A0A661D6U1	712	UniRef100_A0A661D6U1	712	us	544	us_C544	IPR027256;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C545	UniRef100_A0A329KD71	2	3	Subgraph_107	2	165.66666666666666	UniRef100_A0A329KD71	182	UniRef100_A0A1V3X8K7	153	sc	545	sc_C545	NA	NA	NA	NA
C20	UniRef100_A0A3S1CNK6	6	10	Subgraph_29	6	631.8	UniRef100_A0A3S0XS53	658	UniRef100_A0A2D2Q2L3	609	bc	20	bc_C20	IPR001757;IPR008250;IPR036412;IPR023214	P-type ATPase;P-type ATPase, A domain superfamily;HAD-like superfamily;HAD superfamily	10.13.1.2;2006.1.1.42	E1-E2_ATPase_N;Hydrolase_3_1
C547	UniRef100_A0A0S3TLP9	0	1	Subgraph_357	0	660.0	UniRef100_A0A0S3TLP9	660	UniRef100_A0A0S3TLP9	660	us	547	us_C547	IPR008250;IPR036412;IPR023214	P-type ATPase, A domain superfamily;HAD-like superfamily;HAD superfamily	10.13.1.2;2006.1.1.42	E1-E2_ATPase_N;Hydrolase_3_1
C576	UniRef100_A0A6P0YFS0	2	3	Subgraph_108	2	345.6666666666667	UniRef100_A0A6P0YFS0	369	UniRef100_A0A401TJW7	323	s	576	s_C576	IPR008250	P-type ATPase, A domain superfamily	5073.1.2.3;10.13.1.2	E1-E2_ATPase_C;E1-E2_ATPase_N
C553	UniRef100_E0UKP5	1	2	Subgraph_168	1	503.0	UniRef100_A0A841V906	506	UniRef100_E0UKP5	500	usc	553	usc_C553	IPR045540;IPR017438;IPR016064;IPR005218;IPR001206;IPR004363	YegS/DAGK, C-terminal domain;Inorganic polyphosphate/ATP-NAD kinase, N-terminal;NAD kinase/diacylglycerol kinase-like domain superfamily;Diacylglycerol/lipid kinase;Diacylglycerol kinase, catalytic domain;Methylglyoxal synthase	4004.1.1.4;2007.1.4.1	DAGK_acc;DAGK_cat
C555	UniRef100_E0UGR4	1	2	Subgraph_118	1	178.5	UniRef100_E0UGR4	182	UniRef100_B7KAM5	175	usc	555	usc_C555	NA	NA	NA	NA
C556	UniRef100_A0A7C4R520	19	23	Subgraph_14	19	1023.0869565217392	UniRef100_A0A250KWM5	1043	UniRef100_A0A2E6QPR2	997	bc	556	bc_C556	IPR023298;IPR004014;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299;IPR006068	P-type ATPase, transmembrane domain superfamily;Cation-transporting P-type ATPase, N-terminal;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N;Cation-transporting P-type ATPase, C-terminal	5073.1.1.14;10.13.1.2;2006.1.1.42;267.1.1.3;2006.1.1.5	Cation_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;Cation_ATPase;HAD
C557	UniRef100_A0A431R8J9	0	1	Subgraph_358	0	175.0	UniRef100_A0A431R8J9	175	UniRef100_A0A431R8J9	175	us	557	us_C557	NA	NA	NA	NA
C558	UniRef100_A0A2W6AZD0	0	1	Subgraph_359	0	668.0	UniRef100_A0A2W6AZD0	668	UniRef100_A0A2W6AZD0	668	us	558	us_C558	IPR003855	Potassium transporter		
C559	UniRef100_U7QH97	1	2	Subgraph_167	1	338.0	UniRef100_U7QH97	348	UniRef100_A0A0F5YFA5	328	usc	559	usc_C559	NA	NA	NA	NA
C560	UniRef100_A0A1F8WPX1	0	1	Subgraph_360	0	168.0	UniRef100_A0A1F8WPX1	168	UniRef100_A0A1F8WPX1	168	us	560	us_C560	NA	NA	NA	NA
C21	UniRef100_A0A2W7J584	0	1	Subgraph_361	0	138.0	UniRef100_A0A2W7J584	138	UniRef100_A0A2W7J584	138	bc	21	bc_C75_1	NA	NA	NA	NA
C561	UniRef100_A0A350XDQ4	0	1	Subgraph_362	0	142.0	UniRef100_A0A350XDQ4	142	UniRef100_A0A350XDQ4	142	us	561	us_C561	NA	NA	NA	NA
C562	UniRef100_A0A4R3M3I3	12	10	Subgraph_2	12	161.5	UniRef100_A0A1N6INU1	168	UniRef100_A0A1H9EM27	155	ubc	562	ubc_C562	NA	NA	NA	NA
C564	UniRef100_A0A3A9EWM7	2	3	Subgraph_99	2	287.0	UniRef100_A0A3D1EAY2	295	UniRef100_A0A3A9EWM7	277	s	564	s_C564	IPR008250	P-type ATPase, A domain superfamily	10.13.1.2	E1-E2_ATPase_N
C565	UniRef100_A0A7V9BUN8	0	1	Subgraph_363	0	161.0	UniRef100_A0A7V9BUN8	161	UniRef100_A0A7V9BUN8	161	us	565	us_C565	NA	NA	NA	NA
C657	UniRef100_A0A0U1DVV8	1	2	Subgraph_169	1	392.0	UniRef100_A0A0U1DVV8	407	UniRef100_A0A1V3XWG7	377	s	657	s_C657	IPR001757;IPR008250	P-type ATPase;P-type ATPase, A domain superfamily	5073.1.2.3;10.13.1.2	E1-E2_ATPase_C;E1-E2_ATPase_N
C570	UniRef100_A0A800DTT7	0	1	Subgraph_364	0	155.0	UniRef100_A0A800DTT7	155	UniRef100_A0A800DTT7	155	us	570	us_C570	NA	NA	NA	NA
C572	UniRef100_A0A2D4VLI0	0	1	Subgraph_365	0	202.0	UniRef100_A0A2D4VLI0	202	UniRef100_A0A2D4VLI0	202	us	572	us_C572	NA	NA	NA	NA
C575	UniRef100_A0A7J0BSE9	0	1	Subgraph_366	0	717.0	UniRef100_A0A7J0BSE9	717	UniRef100_A0A7J0BSE9	717	us	575	us_C575	IPR027256;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C583	UniRef100_A0A231P312	13	35	Subgraph_1	13	99.62857142857143	UniRef100_A0A3D3CJH3	118	UniRef100_F5YIT7	83	bc	583	bc_C583	NA	NA	NA	NA
C579	UniRef100_A0A177E5T3	0	1	Subgraph_367	0	696.0	UniRef100_A0A177E5T3	696	UniRef100_A0A177E5T3	696	us	579	us_C579	IPR023298;IPR004014;IPR001757;IPR008250;IPR023214;IPR023299;IPR036412	P-type ATPase, transmembrane domain superfamily;Cation-transporting P-type ATPase, N-terminal;P-type ATPase;P-type ATPase, A domain superfamily;HAD superfamily;P-type ATPase, cytoplasmic domain N;HAD-like superfamily	5073.1.1.14;10.13.1.2;2006.1.1.42;267.1.1.3	Cation_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;Cation_ATPase
C580	UniRef100_A0A7Y8JDB9	0	1	Subgraph_368	0	179.0	UniRef100_A0A7Y8JDB9	179	UniRef100_A0A7Y8JDB9	179	us	580	us_C580	NA	NA	NA	NA
C582	UniRef100_A0A1C3FAP0	0	1	Subgraph_369	0	710.0	UniRef100_A0A1C3FAP0	710	UniRef100_A0A1C3FAP0	710	us	582	us_C582	IPR001757;IPR008250;IPR023214;IPR023299;IPR036412	P-type ATPase;P-type ATPase, A domain superfamily;HAD superfamily;P-type ATPase, cytoplasmic domain N;HAD-like superfamily	5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C710	UniRef100_A0A6G3LKZ2	6	8	Subgraph_38	6	432.125	UniRef100_A0A3D0NRW4	451	UniRef100_A0A090RSH8	408	sc	710	sc_C710	IPR001757;IPR008250;IPR023214;IPR023299	P-type ATPase;P-type ATPase, A domain superfamily;HAD superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;P-type_ATPase_Cu-like
C586	UniRef100_C9KNI5	15	24	Subgraph_4	15	210.25	UniRef100_E0P1E5	222	UniRef100_A0A4R3KF66	191	ubc	586	ubc_C586	NA	NA	NA	NA
C587	UniRef100_A0A838DHX5	0	1	Subgraph_370	0	326.0	UniRef100_A0A838DHX5	326	UniRef100_A0A838DHX5	326	us	587	us_C587	NA	NA	NA	NA
C588	UniRef100_G9YJT2	0	1	Subgraph_371	0	171.0	UniRef100_G9YJT2	171	UniRef100_G9YJT2	171	us	588	us_C588	NA	NA	NA	NA
C589	UniRef100_A0A6B1PT74	1	2	Subgraph_154	1	339.0	UniRef100_X7YI03	355	UniRef100_A0A6B1PT74	323	s	589	s_C589	IPR008250	P-type ATPase, A domain superfamily	5073.1.2.3;10.13.1.2	E1-E2_ATPase_C;E1-E2_ATPase_N
C590	UniRef100_A0A3D3CL28	0	1	Subgraph_372	0	549.0	UniRef100_A0A3D3CL28	549	UniRef100_A0A3D3CL28	549	us	590	us_C590	IPR008250;IPR023214	P-type ATPase, A domain superfamily;HAD superfamily	10.13.1.2;2006.1.1.42	E1-E2_ATPase_N;Hydrolase_3_1
C671	UniRef100_A0A3M8TUX2	3	4	Subgraph_66	3	440.25	UniRef100_A0A1C5FXC5	460	UniRef100_A0A4D4LKQ6	413	sc	671	sc_C671	NA	NA	NA	NA
C593	UniRef100_A0A1S9CQI0	0	1	Subgraph_373	0	95.0	UniRef100_A0A1S9CQI0	95	UniRef100_A0A1S9CQI0	95	us	593	us_C593	NA	NA	NA	NA
C594	UniRef100_A0A355Q1H1	0	1	Subgraph_374	0	342.0	UniRef100_A0A355Q1H1	342	UniRef100_A0A355Q1H1	342	us	594	us_C594	IPR008250	P-type ATPase, A domain superfamily	10.13.1.2	E1-E2_ATPase_N
C598	UniRef100_A0A2L0ELQ4	0	1	Subgraph_375	0	717.0	UniRef100_A0A2L0ELQ4	717	UniRef100_A0A2L0ELQ4	717	us	598	us_C598	IPR027256;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C329	UniRef100_A0A7Y6UHT7	13	23	Subgraph_2	13	195.17391304347825	UniRef100_A0A7V6A2I2	219	UniRef100_A0A7V4XHE5	176	ubc	329	ubc_C329	NA	NA	NA	NA
C600	UniRef100_A0A1W9WFA7	2	3	Subgraph_110	2	252.0	UniRef100_A0A1W9WFA7;UniRef100_A0A1W9VZN9	253	UniRef100_A0A1W9WSZ0	250	usc	600	usc_C600	IPR007401	Protein of unknown function DUF454		
C78	UniRef100_A0A140K981	1	2	Subgraph_123	1	241.0	UniRef100_A0A140K981	264	UniRef100_A0A0M4TS47	218	s	78	s_C78	NA	NA	NA	NA
C604	UniRef100_A0A7I8DKE9	0	1	Subgraph_376	0	633.0	UniRef100_A0A7I8DKE9	633	UniRef100_A0A7I8DKE9	633	us	604	us_C604	NA	NA	NA	NA
C605	UniRef100_A0A3N9VAW4	0	1	Subgraph_377	0	176.0	UniRef100_A0A3N9VAW4	176	UniRef100_A0A3N9VAW4	176	us	605	us_C605	NA	NA	NA	NA
C702	UniRef100_F5RIY1	6	8	Subgraph_37	6	255.75	UniRef100_F4EYX6	278	UniRef100_A0A1B3X6A4	244	s	702	s_C702	NA	NA	NA	NA
